Date;Code;Close;Open;Low;High;Bid;Ask;WeightedAverage;Amount;Volume;NumberOfTrades
04.08.2020;ГазпромКP2;107,55;107,55;107,55;107,55;105,54;107,79;107,89;3000;3226500;1
04.08.2020;СберИОС105;;;;;126,4;128;;0;0;0
04.08.2020;ЕврХимБ1Р4;104,95;104,99;104,5;104,99;104,5;104,95;104,55;309;323044,5;8
04.08.2020;СберИОС5;;;;;97,5;98,19;;0;0;0
04.08.2020;СберИОС7;99,8;99,8;99,8;99,8;98,7;99,8;99,8;3;2994;1
04.08.2020;СберИОС10;94,7;97,09;94,7;97,09;94,7;95,8;94,79;138;130808,5;5
04.08.2020;СберИОС8;;;;;98,3;99,39;;0;0;0
04.08.2020;СберИОС11;;;;;96,2;97,3;;0;0;0
04.08.2020;СберИОС9;;;;;98,9;100;;0;0;0
04.08.2020;СберИОС14;100,9;100,8;100,8;100,9;100,9;101,15;100,81;2362;2381249;9
04.08.2020;СберИОС13;;;;;146,3;148,9;;0;0;0
04.08.2020;СберИОС15;95,4;95,4;95,4;95,4;95,4;96,5;95,4;200;190800;1
04.08.2020;СберИОС19;;;;;95,4;;;0;0;0
04.08.2020;СберИОС17;114,03;111,81;111,8;114,03;111,91;114,2;111,81;1003;1121466,5;3
04.08.2020;СберИОС20;;;;;101,6;102,69;;0;0;0
04.08.2020;СберИОС25;;;;;127,5;130,1;;0;0;0
04.08.2020;СберИОС21;;;;;146,9;149,5;;0;0;0
04.08.2020;СберИОС22;111,8;111,8;111,8;111,8;112,7;113,8;111,8;15;16770;2
04.08.2020;СберИОС18;;;;;131,8;134,4;;0;0;0
04.08.2020;СберИОС24;;;;;156,9;159,5;;0;0;0
04.08.2020;СберИОС29;109,7;109,57;109,57;109,7;109,7;110,7;109,67;13;14257,1;2
04.08.2020;СберИОС27;;;;;135,5;138,1;;0;0;0
04.08.2020;СберИОС30;;;;;93,3;95,5;;0;0;0
04.08.2020;СберИОС33;;;;;135,8;138,4;;0;0;0
04.08.2020;СберИОС31;;;;;105,2;106,3;;0;0;0
04.08.2020;СберИОС35;93;93;93;93;93;96,98;93;44;40920;2
04.08.2020;СберИОС36;;;;;135,19;137,79;;0;0;0
04.08.2020;СберИОС37;;;;;156,3;158,9;;0;0;0
04.08.2020;СберИОС28;107,3;107,3;107,3;107,3;107,6;108,69;107,3;1180;1266140;3
04.08.2020;СберИОС38;;;;;94;;;0;0;0
04.08.2020;СберИОС39;;;;;136;138,6;;0;0;0
04.08.2020;СберИОС41;;;;;100,7;103;;0;0;0
04.08.2020;СберИОС42;;;;;105,2;106;;0;0;0
04.08.2020;СберИОС44;;;;;133,19;135,79;;0;0;0
04.08.2020;СберИОС45;;;;;139,1;141,69;;0;0;0
04.08.2020;СберИОС47;106,54;105,21;105,2;106,54;105,31;106,49;105,22;115;121007,2;8
04.08.2020;СберИОС46;;;;;139,6;142,19;;0;0;0
04.08.2020;СберИОС48;;;;;96,1;97,05;;0;0;0
04.08.2020;СберИОС53;;;;;139;141,6;;0;0;0
04.08.2020;СберИОС54;;;;;132,9;135,5;;0;0;0
04.08.2020;СберИОС49;;;;;96,4;98,49;;0;0;0
04.08.2020;СберИОС26;;;;;132,3;134,9;;0;0;0
04.08.2020;СберИОС55;;;;;126;128,6;;0;0;0
04.08.2020;СберИОС57;153,6;151,6;151,6;153,6;154,1;155,19;153,44;99;151909;3
04.08.2020;СберИОС58;99,6;99,3;99,3;99,6;99,9;101;99,35;310;307980;2
04.08.2020;СберИОС60;;;;;132,4;135;;0;0;0
04.08.2020;СберИОС61;;;;;126,7;129,3;;0;0;0
04.08.2020;СберИОС59;;;;;100,9;102;;0;0;0
04.08.2020;СберИОС64;95,1;95,1;95,1;95,1;95,5;96,3;95,1;2;1902;2
04.08.2020;СберИОС63;;;;;125,9;128,5;;0;0;0
04.08.2020;СберИОС62;;;;;128,4;131;;0;0;0
04.08.2020;СберИОС67;139;139;139;139;139;141,1;139;1226;1704140;3
04.08.2020;СберИОС72;;;;;125,9;128,5;;0;0;0
04.08.2020;СберИОС70;98,6;98,6;98,6;99,69;98,5;99,6;98,62;2749;2711059;6
04.08.2020;СберИОС71;105,2;105,2;105,2;105,2;105,3;108,6;105,2;40;42080;1
04.08.2020;СберИОС74;;;;;125,7;128,3;;0;0;0
04.08.2020;СберИОС73;;;;;124,7;127,3;;0;0;0
04.08.2020;СберИОС76;98;98;98;98,1;98;98,5;98;600;588005;4
04.08.2020;СберИОС77;104,6;103;103;104,6;104,7;;103,8;200;207600;2
04.08.2020;СберИОС81;;;;;122,2;124,8;;0;0;0
04.08.2020;СберИОС83;102,8;102,8;102,8;102,8;103;104,1;102,8;453;465684;4
04.08.2020;СберИОС86;;;;;123,8;126,39;;0;0;0
04.08.2020;СберИОС79;;;;;126,1;128,69;;0;0;0
04.08.2020;СберИОС89;;;;;122,3;124,89;;0;0;0
04.08.2020;СберИОС91;;;;;91,8;94,1;;0;0;0
04.08.2020;СберИОС93;99,6;96,73;96,73;99,6;99,7;100,35;98,78;3500;3457300;4
04.08.2020;СберИОС95;84,28;86;84,1;86;84,21;85;84,32;172;145023,9;8
04.08.2020;СберИОС97;;;;;97,9;;;0;0;0
04.08.2020;СберИОС100;;;;;121,5;124,1;;0;0;0
04.08.2020;СберИОС90;;;;;127,4;129;;0;0;0
04.08.2020;СберИОС99;;;;;121,7;;;0;0;0
04.08.2020;СберИОС101;;;;;118,2;120,8;;0;0;0
04.08.2020;СберИОС85;;;;;92,32;124,89;;0;0;0
04.08.2020;СберИОС107;91,4;91,6;91,4;91,6;91,5;91,7;91,44;73;66753;10
04.08.2020;СберИОС106;;;;;120,1;121,69;;0;0;0
04.08.2020;ЕврХимБ1Р5;;;;;103,01;;;0;0;0
04.08.2020;СберИОС23;121,5;123,82;121,5;123,82;121,6;124,89;121,5;1249;1517558,2;3
04.08.2020;BCS06/24-7;94,8;94,11;94,11;94,8;94,3;94,78;94,34;3;283020;3
04.08.2020;GPBM ETF;;;;;57200;57300;;0;0;0
04.08.2020;АРАГОН БП2;;;;;90;;;0;0;0
04.08.2020;СэтлГрБ1P2;106,7;107;106,46;107;106,7;106,9;106,9;313;334599,8;48
04.08.2020;GPBS ETF;;;;;55420;55500;;0;0;0
04.08.2020;ТНСэМаЭл-п;13,2;13,4;13;13,4;13;13,2;13,1;22700;298300;45
04.08.2020;СберИОС119;104,04;104,04;104,04;104,04;;;104,04;1;1040,4;1
04.08.2020;Автодор2Р4;101,6;101,65;101,6;101,69;101,25;101,6;101,62;15;15243,3;7
04.08.2020;ПАОДжиТиЭл;0,0687;0,0685;0,0682;0,0691;0,0685;0,0687;0,0685;40076000;2746220,2;517
04.08.2020;ОФЗ 26231;;;;;;;;0;0;0
04.08.2020;Систем1P11;107,66;107,91;107,61;107,91;107,66;107,82;107,85;559;602874,5;26
04.08.2020;СберИОС121;;;;;94,8;95,89;;0;0;0
04.08.2020;СберИОС122;99,62;99,61;99,6;100,06;99,61;99,62;99,6;1704;1697204,3;9
04.08.2020;VTBE ETF;777,2;780,8;773,2;781,1;776;777,2;780,4;4602;3583531,2;537
04.08.2020;VTBH ETF;765,4;760,5;755,1;767;764,5;765,4;766,3;2283;1741823,4;288
04.08.2020;СберИОС115;;;;;97,6;;;0;0;0
04.08.2020;СберИОС116;;;;;105,1;107,19;;0;0;0
04.08.2020;СберИОС117;;;;;112,3;114,39;;0;0;0
04.08.2020;ЕврХол2P1R;106,5;106,5;106,5;106,5;106,51;107,1;106,5;10;10650;1
04.08.2020;ТаксФ БП1;104,83;103,79;103,79;104,98;104,72;104,9;104,72;57;596903;29
04.08.2020;СберИОС118;;;;;126,1;128,69;;0;0;0
04.08.2020;ЖКХРСЯ БО1;105,7;105,64;105,26;105,89;105,71;105,83;105,68;4661;4925594,5;212
04.08.2020;РЕСОЛизБП6;104,37;104,5;104,3;104,65;104,38;104,5;104,42;3636;3796566,4;61
04.08.2020;СберИОС120;;;;;99,7;;;0;0;0
04.08.2020;АЛЬФА-Б2Р5;104,45;104,24;103,62;104,6;104,18;104,45;104,34;10281;10727094,4;60
04.08.2020;Беларусь03;101,2;101,37;101,18;101,46;101,19;101,2;101,23;18629;18857709,6;463
04.08.2020;Беларусь04;101,7;101,33;101,33;101,99;101,62;101,7;101,69;2046;2080606,4;161
04.08.2020;СберИОС126;104,7;104,7;104,7;104,7;104,8;105,8;104,7;2459;2574573;5
04.08.2020;iММЦБ ао;604,5;604,5;598;609,5;602;604,5;604;7239;4372079;166
04.08.2020;ЯрОбл35017;;;;;105,55;106,47;;0;0;0
04.08.2020;СберИОС123;90,3;90,3;90,3;90,3;86,2;88;90,3;1;903;1
04.08.2020;БелОб34012;106;106;106;106;101;106;106;1;1060;1
04.08.2020;ВТБ Б-1-35;101,98;101;101;101,99;101;101,99;101;883;891859,3;7
04.08.2020;ПР-Лиз 1P3;102,7;102,6;102,45;102,7;102,7;102,74;102,65;107;109832,8;16
04.08.2020;Самолет1P5;100;100;100;100,02;100,01;101;100;157;157001;5
04.08.2020;Каскад1Р01;92;91,46;91,21;92,05;91,58;92;91,94;847;778718,7;47
04.08.2020;Самолет1P6;;;;;90,01;;;0;0;0
04.08.2020;РСГ-ФинБ11;101,62;103,8;101,62;103,8;102;102,8;102,88;5;5144,2;5
04.08.2020;РСГ-ФинБ09;105;105;105;105;100,21;105;105;1;1050;1
04.08.2020;ЮАИЗ 1-002;103,1;102,2;102,2;103,1;102,2;103;102,72;9;9245;3
04.08.2020;СберИОС128;102,39;104,34;101,2;104,34;101,5;102,39;101,6;523;531344,1;6
04.08.2020;ЭлщитСтБП1;100,75;100,86;100,4;100,86;100,75;100,8;100,66;556;559647;52
04.08.2020;СберИОС129;;;;;110,4;112,5;;0;0;0
04.08.2020;СберИОС132;;;;;102,8;103,89;;0;0;0
04.08.2020;СберИОС131;;;;;109,3;110,39;;0;0;0
04.08.2020;ЕврХимБ1Р6;105,3;105,87;105,25;105,89;105,3;105,89;105,38;142;149633,5;7
04.08.2020;СберИОС130;;;;;123,7;125,3;;0;0;0
04.08.2020;ЭконЛиз1P1;100,04;100,02;100;100,9;100,07;100,84;100,08;72;72056,3;15
04.08.2020;ТЕХЛиз 1P2;99,4;99,24;99,2;99,4;99,35;99,4;99,25;6008;5963108,6;70
04.08.2020;ОФЗ 24020;99,851;100;99,82;100;99,86;99,895;99,924;13821;13810437,85;165
04.08.2020;СберИОС135;91;90,8;90,6;91;90,8;90,99;90,63;293;265532;4
04.08.2020;СберИОС136;100,5;100,5;100,5;100,5;100,5;100,9;100,5;1000;1005000;3
04.08.2020;МКБ П04;98,56;98,56;98,56;98,56;98,56;100,05;98,56;409;403110,4;10
04.08.2020;СберИОС127;;;;;91;124,49;;0;0;0
04.08.2020;ВТБ Б-1-26;100,33;100,45;100,33;100,47;100,33;100,54;100,45;588;590670,3;11
04.08.2020;ПочтаРБ1P6;;;;;103,97;104,05;;0;0;0
04.08.2020;СберИОС137;101,1;101,1;101,1;101,1;101,1;103,39;101,1;3848;3890328;7
04.08.2020;SBRB ETF;1097,2;1090,6;1090,6;1104,8;1097,2;1099;1098,2;9919;10892647,8;156
04.08.2020;ЮниМетр01;100,75;100,97;100,31;100,97;100,6;100,9;100,75;234;235759,8;37
04.08.2020;ПНППК 1P01;;;;;101,03;114,9;;0;0;0
04.08.2020;СолЛизБО05;99,67;98,47;98,47;99,7;99,5;99,67;99,44;490;487264,7;57
04.08.2020;РУСАБрБ1P3;103,49;102,89;102,86;103,49;102,92;103,48;102,98;2291;2359357,8;19
04.08.2020;Росбанк2P6;104,85;104,85;104,85;104,85;97;104,85;104,85;2;2097;2
04.08.2020;BCSALORLV1;;;;;60;;;0;0;0
04.08.2020;Кузина1P01;102,68;102,92;102,63;103,47;102,61;103,41;103,14;12;123773;12
04.08.2020;СберИОС140;99,39;99,39;99,39;99,39;98,4;99,39;99,39;100;99390;1
04.08.2020;СберИОС146;102,1;102,1;102;102,1;102,3;103,5;102,07;3950;4031950;7
04.08.2020;ТрансФ1P06;;;;;80;;;0;0;0
04.08.2020;БЭЛТИ БОП2;98,28;98,68;98,25;98,69;98,24;98,28;98,43;990;974467,4;52
04.08.2020;СберИОС133;;;;;108,1;109,19;;0;0;0
04.08.2020;СберИОС134;;;;;115,5;117,1;;0;0;0
04.08.2020;ВТБ Б-1-39;99,55;100,05;99,35;100,05;99,43;99,59;99,44;1745;1735141,5;26
04.08.2020;ВТБ Б-1-40;100,31;100,4;100,31;100,46;100,4;100,47;100,41;511;513070,3;13
04.08.2020;ХКФБанкБ06;103,96;104;103,5;104;103,61;103,99;103,96;1041;1082230,5;9
04.08.2020;СберИОС147;;;;;98,58;99,42;;0;0;0
04.08.2020;ИТЦ-Тр1P01;103,61;103,62;103,61;103,8;103,23;103,75;103,73;27;280072;8
04.08.2020;ПочтаРБ1P8;;;;;102;;;0;0;0
04.08.2020;РН БАНК1Р6;;;;;103,01;104;;0;0;0
04.08.2020;СберИОС144;;;;;107,5;108,6;;0;0;0
04.08.2020;МоторТ1Р01;104,98;104,99;104,98;105;104,4;104,98;104,99;26;27298,3;9
04.08.2020;Тинькофф3R;102,99;103,12;102,63;103,15;102,74;102,99;102,94;6742;6940044,6;115
04.08.2020;СберИОС150;;;;;95,3;96,39;;0;0;0
04.08.2020;ИКС5Фин1P6;102,94;102,2;102,2;102,94;90;102,94;102,31;35;35807;2
04.08.2020;ОбувьРо1Р1;101,7;101,75;101,02;101,78;101,7;101,71;101,68;2982;3032192,7;150
04.08.2020;СберИОС148;;;;;112,5;;;0;0;0
04.08.2020;Сбер Sb13R;102,5;102,49;101,8;102,5;101,94;102,49;102,31;14;14340,8;4
04.08.2020;АйТеко1Р01;;;;;100;;;0;0;0
04.08.2020;СберИОС151;98,13;98,11;98,1;98,8;98,12;98,45;98,13;557;546581,8;7
04.08.2020;СУЭК-Ф1P3R;103,2;103,2;103,2;103,2;97,02;;102,6;46;47472;1
04.08.2020;ТКК кл. А3;;;;;80;;;0;0;0
04.08.2020;ОткрФКБИО2;;;;;97;110;;0;0;0
04.08.2020;ГПБ001P13P;105,1;105,1;105,07;105,1;105;105,1;105,1;22098;23224861,8;58
04.08.2020;СберИОС152;;;;;98,7;100;;0;0;0
04.08.2020;СберИОС153;;;;;86,4;88,7;;0;0;0
04.08.2020;НорНикБ1P1;106;105,61;105,61;106,26;106;106,24;105,99;67;71013,6;39
04.08.2020;Атомстр 01;102,5;102,96;102,2;103;102,5;102,98;102,93;2653;2730859,9;31
04.08.2020;ЭБИС Б1P01;102;101,65;101,36;102;101,56;101,99;101,74;802;815920;61
04.08.2020;Роделен1Р2;99,88;99,9;99,8;99,9;99,85;99,88;99,85;551;476897,56;58
04.08.2020;СОксБ1P1;103,33;102,96;102,7;103,33;103,01;103,33;103,06;322;331864,8;43
04.08.2020;ЕвропланБ3;103,4;103,36;103,01;103,4;103,1;103,39;103,37;32;33078,1;13
04.08.2020;ЛСР БО 1Р4;103,22;103,04;103,04;103,4;103,22;103,39;103,33;3728;3851961,9;95
04.08.2020;МКБ 1P1;104;103,76;103,76;104,09;103,91;104;103,92;28;29096,7;10
04.08.2020;Левенгук;8,2;8,58;8,02;8,58;8,14;8,2;8,17;188800;1543323;350
04.08.2020;МБЭС 1P-01;;;;;103,25;103,99;;0;0;0
04.08.2020;BCS12/24-2;;;;;94,01;94,99;;0;0;0
04.08.2020;Новосиб10;105,05;105,04;105,04;105,05;104,06;105,16;105,05;50;52524,7;2
04.08.2020;УльтраБ1P1;103,93;103,48;103,48;103,93;103,56;103,93;103,78;3;31134;3
04.08.2020;МКБ П05;98,82;98,82;98,82;98,82;98,82;100,32;98,82;458;452595,6;10
04.08.2020;СберИОС142;;;;;96,4;97,5;;0;0;0
04.08.2020;АйДиЭфБ01;101,28;101,6;101,1;101,76;101,32;101,69;101,55;127;128962,7;45
04.08.2020;РенСтр1P1;100,66;100,78;100,44;100,82;100,62;100,66;100,67;1506;1516071,2;61
04.08.2020;КЕБ БО1Р03;101,95;101,95;101,8;101,95;101,94;101,95;101,94;1975;2013217,1;79
04.08.2020;Полюс Б1P1;106,24;105,33;105,33;115,2;106,01;106,24;106,14;343;364055;48
04.08.2020;СберИОС156;;;;;93,1;95,39;;0;0;0
04.08.2020;СберИОС158;97,9;97,9;97,9;97,9;98;98,39;97,9;100;97900;2
04.08.2020;СберИОС159;;;;;98,4;99,99;;0;0;0
04.08.2020;СберИОС143;;;;;108,5;109,6;;0;0;0
04.08.2020;СберИОС145;;;;;114,1;116,69;;0;0;0
04.08.2020;МосОбл2019;104,5;104,99;103,64;105;103,73;104,5;104,5;308;321869,2;24
04.08.2020;ПИК К 1P1;;;;;90;;;0;0;0
04.08.2020;РЕСОЛизБП7;104,74;105,23;104,52;105,23;104,74;104,81;104,85;354;371164,1;26
04.08.2020;ВТБ Б-1-38;100,45;100,4;100,4;100,46;100,45;100,54;100,43;277;278193;7
04.08.2020;СУЭК-Ф1P4R;103;102,15;102,15;103;102,15;103;102,76;7;7193;2
04.08.2020;MTEK ETF;1666,7;1620;1616,1;1667;1653;1699;1654,6;852;1409761,2;49
04.08.2020;БелОб34013;103;103;103;103;103;103,44;103;25;25750;1
04.08.2020;ВТБ Б-1-45;98,3;98,38;98,3;98,41;98,38;99,04;98,34;88;86535,7;8
04.08.2020;СберИОС160;102,4;102,2;102,2;102,4;102,4;102,45;102,2;9177;9379296;17
04.08.2020;НафттрнБО2;100,29;100,44;99,9;100,44;100,17;100,29;100,22;71;711537;43
04.08.2020;ТрансКо1P1;103,97;103,97;103,7;103,97;103,8;103,97;103,87;49;50894;6
04.08.2020;МЕТАЛИНБ03;104,2;104,2;104,2;104,2;104,2;105;104,2;100;104200;1
04.08.2020;Самолет1P7;105;104,99;104,83;105;104,99;105;104,97;1715;1800238,3;113
04.08.2020;КАМАЗ БОП5;102,63;101,89;101,76;102,7;102,36;102,63;102,64;2374;2436729,4;32
04.08.2020;Шевченк1Р1;101,29;100,9;100,9;101,5;101,3;101,36;101,34;1736;1759287;113
04.08.2020;Роснфт2P9;;;;;103,3;104,4;;0;0;0
04.08.2020;Экспоб Б02;100,59;100,5;100,4;100,6;100,45;100,6;100,43;2805;2817157,8;38
04.08.2020;Акрон Б1P3;103,94;104;103,94;104;103,91;103,94;103,96;3;3118,8;2
04.08.2020;ТойотаБ1P3;102,75;102,75;102,75;102,75;101,95;102,63;102,75;25;25687,5;1
04.08.2020;СберИОС161;97,55;97,69;97,51;97,69;97,55;98,13;97,56;2332;2275086,9;17
04.08.2020;СберИОС164;95,8;95,8;95,8;95,8;94,9;95;95,8;1;958;1
04.08.2020;СберИОС139;108,2;106,51;106,1;108,2;108,7;109;108,05;13592;14685749;21
04.08.2020;TCS-гдр;1884;1889,6;1875;1893,8;1881,2;1884;1883,8;81895;154276092,4;5307
04.08.2020;ДрктЛиз1P4;100,02;100,43;99,51;100,44;100,02;100,12;100,1;347;347339,6;26
04.08.2020;ГТЛК 1P-15;101,82;101,79;101,64;101,82;101,71;101,81;101,78;8020;8162409,1;73
04.08.2020;ИА ДОМ10P2;;;;;106;106,31;;0;0;0
04.08.2020;МРСКУр Б04;;;;;100,51;103,5;;0;0;0
04.08.2020;МРСКУр Б03;134,51;134,51;134,51;134,51;94,92;104,97;134,51;1;1345,1;1
04.08.2020;МТС 1P-12;103,9;103,99;103,4;103,99;103,48;103,9;103,5;242;250460,1;20
04.08.2020;ЛСР БО 1Р5;103,1;103;102,6;103,45;102,9;103,08;102,96;4017;4136036,6;103
04.08.2020;СберИОС165;;;;;95,4;97;;0;0;0
04.08.2020;Магнит3Р04;103,2;103;103;103,2;103;103,2;103,03;24;24728;3
04.08.2020;Систем1P12;104,71;104,06;104,06;104,71;104,52;104,71;104,43;5915;6176920,7;106
04.08.2020;СберИОС87;;;;;100,4;101,5;;0;0;0
04.08.2020;ТрнфБО1P13;104,49;103,03;103,03;104,49;104,11;104,49;103,91;10;10390,6;3
04.08.2020;Якут-13 об;104,99;104,98;104,98;104,99;103,51;104,99;104,99;5;5249,4;2
04.08.2020;РЖД 1Р-17R;103,98;104,25;103,8;104,28;103,98;104;104,14;168;174959,2;43
04.08.2020;ГПБ002P-12;;;;;75,73;;;0;0;0
04.08.2020;СберИОС170;98;97,71;97,61;98;97,9;98;97,8;109;106598,6;17
04.08.2020;ИКС5Фин1P7;;;;;90;101,86;;0;0;0
04.08.2020;СберИОС162;;;;;106,3;107,39;;0;0;0
04.08.2020;СберИОС163;;;;;113,5;115,1;;0;0;0
04.08.2020;Газпнф3P1R;101,55;101,85;101,53;101,85;101,54;101,55;101,55;65880;66901329,5;190
04.08.2020;РСХБ Б01R;102,9;103;102,9;103,2;102,5;102,9;102,92;93;95716;3
04.08.2020;МКБ П07;98,67;98,67;98,67;98,67;98,67;100,17;98,67;395;389746,5;8
04.08.2020;АПРИФП БП3;100,94;100,92;100,78;100,96;100,91;100,95;100,79;14955;15073031,5;89
04.08.2020;Лента Б1P3;102,3;102,3;102,3;102,3;101,75;102,3;102,3;13;13299;1
04.08.2020;РУСАБрБ1P4;102,01;102,3;101,65;102,7;102,01;102,48;102,49;3263;3344168,2;38
04.08.2020;СберИОС171;;;;;89,45;89,5;;0;0;0
04.08.2020;СберИОС172;100,47;100,47;100,47;100,47;97,7;98,47;100,47;1;1004,7;1
04.08.2020;СберИОС167;98,49;98,49;98,49;98,49;98,1;100,35;98,49;4;3939,6;1
04.08.2020;СберИОС173;86,8;86,8;86,8;86,8;84,7;87;86,8;29;25172;2
04.08.2020;ЦентрИБ1Р6;;;;;99;119,19;;0;0;0
04.08.2020;Новосиб 20;103;103;103;103;96,27;103;103;5;5150;1
04.08.2020;МОЭК БО1P3;;;;;96,3;104,97;;0;0;0
04.08.2020;BCS12/24-4;;;;;88;93,99;;0;0;0
04.08.2020;РСХБ БО10Р;103,95;102,95;102,95;104,24;103,95;104,49;103,88;228;236274,5;8
04.08.2020;ФПК 1P-07;103,99;103,99;103,99;103,99;102;103,5;103,99;10;10399;2
04.08.2020;СЭЗ 1P1;103,72;103,84;103,6;104,14;103,7;103,72;103,79;461;478474,7;47
04.08.2020;ВТБ Б-1-41;100,4;100,61;100,39;100,61;100,39;100,4;100,4;34728;34867102,2;62
04.08.2020;МРСКЦе1P01;;;;;90,37;;;0;0;0
04.08.2020;Сбер Sb14R;101,51;101,65;101;101,65;101,25;101,51;101,1;5533;5594074,7;45
04.08.2020;СберИОС157;;;;;89,4;;;0;0;0
04.08.2020;ГПБ001P14P;;;;;102,61;104,5;;0;0;0
04.08.2020;СовкмFIZL1;;;;;101;;;0;0;0
04.08.2020;ИСпетр1P1;101,93;101,09;100,92;102,1;101,82;101,92;101,45;2687;2725831,4;226
04.08.2020;СберИОС178;95;95;95;95;95,1;97,39;95;43;40850;1
04.08.2020;СберИОС179;97,11;97,2;97;97,2;97,11;97,3;97,02;1519;1473766,8;14
04.08.2020;СберИОС177;99;99,65;99;99,65;99,5;99,65;99,33;2;1986,5;2
04.08.2020;ПионЛизБП3;90,13;90,3;90;90,3;89,8;90,13;90,06;760;684471;67
04.08.2020;ВЭБ1P-18;105,08;105,38;105,08;105,5;105,17;105,47;105,5;1216;1282840;8
04.08.2020;ЛипецкОб11;103;103;103;103;97,82;132,51;103;3;3090;1
04.08.2020;Славнеф1Р3;;;;;100;102,55;;0;0;0
04.08.2020;ЧеркизБ1P2;103,35;102,81;102,5;103,38;103,3;103,58;103,27;405;418246,9;49
04.08.2020;СберИОС180;104,3;103,9;103,9;104,3;104,8;105,5;104,27;12692;13233855,5;25
04.08.2020;ОткрФКБИО3;;;;;85,5;98;;0;0;0
04.08.2020;ИА ДОМ11P2;;;;;102,3;102,75;;0;0;0
04.08.2020;МРСКЦП Б02;;;;;102;102,5;;0;0;0
04.08.2020;БДеньги1Р1;102,4;102,38;102,17;102,47;102,38;102,4;102,37;3345;3338723,03;244
04.08.2020;ВТБ Б-1-47;;;;;96,23;99,05;;0;0;0
04.08.2020;ЭБИС Б1P02;103,11;103,33;103;103,33;103;103,17;103,06;169;174163;20
04.08.2020;О'КЕЙ Б1Р3;100,4;100,6;100,3;100,6;100,38;100,4;100,39;4564;4581798,8;216
04.08.2020;МКБ 1P2;102,15;102,11;102,11;102,15;102,15;102,4;102,15;228;232898,8;11
04.08.2020;КарМаниБ03;102,66;102,65;102,51;102,75;102,63;102,67;102,66;459;447663,01;83
04.08.2020;Новотр 1Р1;100,12;100,25;100,07;100,3;100,12;100,17;100,17;6571;6581870,8;200
04.08.2020;ТП Кир 1P1;;;;;100,01;;;0;0;0
04.08.2020;Л&Д БП1;97,5;97,98;97,3;97,98;97,25;97,5;97,49;52;506955;27
04.08.2020;Ростел2P1R;104,1;103,5;103,5;104,1;103,7;104,47;103,73;8;8298;2
04.08.2020;ДОМ 1P-7R;;;;;96,35;101;;0;0;0
04.08.2020;TRUR ETF;5,776;5,748;5,742;5,776;5,772;5,776;5,77;51456396;296904863;172477
04.08.2020;ДетМир БО5;103;103,03;102,63;103,03;102,75;103;102,86;65;66857,1;26
04.08.2020;КонцесТ Б1;;;;;90;;;0;0;0
04.08.2020;БелугаБП3;104,15;104,19;104,01;104,2;104,15;104,2;104,18;207;215650,9;38
04.08.2020;ОФЗ 26232;103,25;103,697;102,9;103,697;103,12;103,22;103,106;114947;118497043,97;100
04.08.2020;ОбувьРо1Р2;102,92;102,84;102,51;103;102,92;102,96;102,86;5861;6028539,5;335
04.08.2020;ФудтрейдБ1;;;;;100;;;0;0;0
04.08.2020;ЭТС 1Р01;102,69;102,47;102,47;102,78;102,53;102,69;102,74;523;537324,1;21
04.08.2020;СберИОС176;;;;;107,1;108,69;;0;0;0
04.08.2020;СберИОС175;;;;;106,8;107,89;;0;0;0
04.08.2020;МОСМСП2 02;;;;;90;;;0;0;0
04.08.2020;СберИОС181;;;;;100,1;102,39;;0;0;0
04.08.2020;СберИОС182;;;;;95,1;96,19;;0;0;0
04.08.2020;ЕАБР 1Р-05;;;;;101,5;103;;0;0;0
04.08.2020;Апт36,61P1;;;;;90;;;0;0;0
04.08.2020;Труд 1P-01;105,98;105,86;105,86;105,98;105,18;105,65;105,95;10;10594,7;4
04.08.2020;НижгорОб14;;;;;102,11;103;;0;0;0
04.08.2020;МОСМСП3 01;;;;;99;100,3;;0;0;0
04.08.2020;ИА ДОМ12P2;;;;;90;;;0;0;0
04.08.2020;Пионер 1P4;95,19;93,94;93,9;99,47;95,01;95,18;95,12;26332;25046370,7;825
04.08.2020;ЗЕНИТБО1Р5;;;;;100,5;101,9;;0;0;0
04.08.2020;СберИОС186;93,7;97,9;93,7;97,9;93,7;95;93,7;1411;1322152;5
04.08.2020;BCS12/24-B;95;95;95;95;82,08;95;95;1;95000;1
04.08.2020;BCS12/24-D;94;93;90;94;93,21;94;91,15;13;1184990;5
04.08.2020;СвердлОбл6;;;;;102,16;105,19;;0;0;0
04.08.2020;ИКС5Фин1P8;;;;;90;102,27;;0;0;0
04.08.2020;ИКС5Фин1P9;;;;;90;;;0;0;0
04.08.2020;ГарИнв1P06;94,86;97;94,06;97;94,56;94,86;95,31;4547;4333558,7;134
04.08.2020;iРОСНАН2P3;103,59;103,26;103,1;103,87;103,56;103,79;103,3;967;998866,3;68
04.08.2020;ПИК К 1P2;102,31;102,45;101,61;102,8;102,28;102,31;102,3;17599;18003660,5;593
04.08.2020;ГПБ002P-13;95;95;95;95;95;;95;594;564300;5
04.08.2020;МКБ П10;;;;;80;100,8;;0;0;0
04.08.2020;МКБ П09;94,76;94,76;94,76;94,76;94,76;96,26;94,76;46;43589,6;1
04.08.2020;МКБ П08;;;;;97,87;99,36;;0;0;0
04.08.2020;РСЭКСМБ2Р1;;;;;90,84;111,97;;0;0;0
04.08.2020;ИНГРАД 2P1;;;;;90;;;0;0;0
